,state_code,county_code,derived_msa-md,census_tract,action_taken,loan_amount,total_loan_costs
97,MA,25025,14454,25025120400,1,1005000.0,
98,MA,25025,14454,25025030500,1,1005000.0,
99,MA,25025,14454,25025060501,1,1005000.0,6194.9
100,MA,25025,14454,25025060501,1,1005000.0,5992.0
101,MA,25025,14454,25025060501,1,1005000.0,5806.08
102,MA,25025,14454,25025060501,1,1005000.0,5927.2
103,MA,25025,14454,25025050300,1,1005000.0,5796.35
104,MA,25025,14454,25025061000,1,1005000.0,4154.5
105,MA,25025,14454,25025081400,1,1005000.0,
106,MA,25025,14454,25025060400,1,1005000.0,Exempt
107,MA,25025,14454,25025080900,1,1005000.0,
108,MA,25025,14454,25025120104,1,1005000.0,5509.0
109,MA,25025,14454,25025000201,1,1005000.0,5503.0
110,MA,25025,14454,25025000401,1,1005000.0,Exempt
111,MA,25025,14454,25025060101,1,1005000.0,6012.95
112,MA,25025,14454,25025061200,1,1005000.0,
113,MA,25025,14454,25025092300,1,1005000.0,4150.03
114,MA,25025,14454,25025091200,1,1005000.0,Exempt
115,MA,25025,14454,25025091500,1,1005000.0,Exempt
116,MA,25025,14454,25025080900,1,1005000.0,
117,MA,25025,14454,25025092400,1,1005000.0,23783.93
118,MA,25025,14454,25025000503,1,1005000.0,3971.75
119,MA,25025,14454,25025000703,1,1005000.0,3936.75
120,MA,25025,14454,25025050700,1,1005000.0,4051.0
121,MA,25025,14454,25025080900,1,1005000.0,6495.0
122,MA,25025,14454,25025082100,1,1005000.0,6250.95
123,MA,25025,14454,25025060400,1,1005000.0,
124,MA,25025,14454,25025020101,1,1005000.0,4855.87
125,MA,25025,14454,25025070800,1,1005000.0,
126,MA,25025,14454,25025140102,1,1005000.0,
127,MA,25025,14454,25025070200,1,1005000.0,
128,MA,25025,14454,25025060501,1,1015000.0,5359.5
129,MA,25025,14454,25025010801,1,1015000.0,5538.0
130,MA,25025,14454,25025040300,1,1015000.0,4060.5
131,MA,25025,14454,25025040401,1,1015000.0,4227.5
132,MA,25025,14454,25025060501,1,1015000.0,5359.5
133,MA,25025,14454,25025070500,1,1015000.0,4381.15
134,MA,25025,14454,25025071101,1,1015000.0,4085.25
135,MA,25025,14454,25025120201,1,1015000.0,6583.67
136,MA,25025,14454,25025030400,1,1015000.0,3823.45
137,MA,25025,14454,25025070101,1,1015000.0,5395.0
138,MA,25025,14454,25025060600,1,1015000.0,2998.7
139,MA,25025,14454,25025120105,1,1015000.0,
140,MA,25025,14454,25025060501,1,1015000.0,6042.74
141,MA,25025,14454,25025071201,1,1015000.0,6186.46
142,MA,25025,14454,25025070900,1,1015000.0,4515.75
143,MA,25025,14454,25025060800,1,1015000.0,5949.41
144,MA,25025,14454,25025010801,1,1015000.0,3240.25
145,MA,25025,14454,25025081001,1,1015000.0,
146,MA,25025,14454,25025092200,1,1015000.0,15281.13
147,MA,25025,14454,25025060301,1,1015000.0,Exempt
148,MA,25025,14454,25025060301,1,1015000.0,6758.75
149,MA,25025,14454,25025120301,1,1015000.0,
150,MA,25025,14454,25025160101,1,1015000.0,
151,MA,25025,14454,25025100500,1,1015000.0,36643.25
152,MA,25025,14454,25025170100,1,1015000.0,
153,MA,25025,14454,25025000202,1,10205000.0,
154,MA,25025,14454,25025100500,1,1025000.0,5273.1
155,MA,25025,14454,25025070700,1,1025000.0,3961.19
156,MA,25025,14454,25025130402,1,1025000.0,20334.15
157,MA,25025,14454,25025010802,1,1025000.0,4395.95
158,MA,25025,14454,25025120201,1,1025000.0,4574.0
159,MA,25025,14454,25025070300,1,1025000.0,4820.0
160,MA,25025,14454,25025130300,1,1025000.0,3131.4
161,MA,25025,14454,25025050400,1,1025000.0,3971.62
162,MA,25025,14454,25025130300,1,1025000.0,Exempt
163,MA,25025,14454,25025010701,1,1025000.0,5321.0
164,MA,25025,14454,25025070600,1,1025000.0,10170.2
165,MA,25025,14454,25025020101,1,1025000.0,4076.5
166,MA,25025,14454,25025070700,1,1025000.0,4159.9
167,MA,25025,14454,25025070500,1,1025000.0,1626.66
168,MA,25025,14454,25025030500,1,1025000.0,5621.7
169,MA,25025,14454,25025130402,1,1025000.0,5624.4
170,MA,25025,14454,25025081400,1,1025000.0,24872.5
171,MA,25025,14454,25025070500,1,1025000.0,1806.44
172,MA,25025,14454,25025010801,1,1025000.0,3425.5
173,MA,25025,14454,25025030300,1,1025000.0,3399.65
174,MA,25025,14454,25025061200,1,1025000.0,5719.49
175,MA,25025,14454,25025061200,1,1025000.0,3933.49
176,MA,25025,14454,25025061200,1,1025000.0,2573.0
177,MA,25025,14454,25025040300,1,1025000.0,4548.12
178,MA,25025,14454,25025120105,1,1025000.0,5970.0
179,MA,25025,14454,25025040100,1,1025000.0,5424.0
180,MA,25025,14454,25025070700,1,1025000.0,5201.0
181,MA,25025,14454,25025061000,1,1025000.0,4320.65
182,MA,25025,14454,25025020101,1,1025000.0,24647.28
183,MA,25025,14454,25025110401,1,1025000.0,
184,MA,25025,14454,25025091100,1,1025000.0,Exempt
185,MA,25025,14454,25025000202,1,1025000.0,
186,MA,25025,14454,25025000100,1,1025000.0,Exempt
187,MA,25025,14454,25025051000,1,1025000.0,22745.91
188,MA,25025,14454,25025091400,1,1025000.0,25433.6
189,MA,25025,14454,25025092000,1,1025000.0,23386.37
190,MA,25025,14454,25025081100,1,1025000.0,2731.5
191,MA,25025,14454,25025040600,1,1025000.0,
192,MA,25025,14454,25025120500,1,1025000.0,
193,MA,25025,14454,25025060501,1,1025000.0,3495.75
194,MA,25025,14454,25025050101,1,1025000.0,
195,MA,25025,14454,25025110401,1,1025000.0,
196,MA,25025,14454,25025060800,1,1035000.0,
197,MA,25025,14454,25025040801,1,1035000.0,4518.35
198,MA,25025,14454,25025060501,1,1035000.0,5950.0
199,MA,25025,14454,25025061200,1,1035000.0,4349.6
200,MA,25025,14454,25025060501,1,1035000.0,5950.0
201,MA,25025,14454,25025060600,1,1035000.0,5752.0
202,MA,25025,14454,25025010104,1,1035000.0,6077.0
203,MA,25025,14454,25025040600,1,1035000.0,4462.4
204,MA,25025,14454,25025040600,1,1035000.0,4557.4
205,MA,25025,14454,25025030300,1,1035000.0,6062.4
206,MA,25025,14454,25025010802,1,1035000.0,
207,MA,25025,14454,25025060600,1,1035000.0,4505.9
208,MA,25025,14454,25025040100,1,1035000.0,5871.65
209,MA,25025,14454,25025070402,1,1035000.0,4941.84
210,MA,25025,14454,25025070300,1,1035000.0,6638.75
211,MA,25025,14454,25025040600,1,1035000.0,5216.0
212,MA,25025,14454,25025060501,1,1035000.0,5829.0
213,MA,25025,14454,25025000401,1,1035000.0,Exempt
214,MA,25025,14454,25025110103,1,1035000.0,
215,MA,25025,14454,25025100500,1,1035000.0,
216,MA,25025,14454,25025051101,1,1035000.0,Exempt
217,MA,25025,14454,25025060101,1,1035000.0,3917.55
218,MA,25025,14454,25025091100,1,1035000.0,
219,MA,25025,14454,25025091500,1,1035000.0,
220,MA,25025,14454,25025050600,1,1035000.0,
221,MA,25025,14454,25025050700,1,10395000.0,
222,MA,25025,14454,25025130402,1,1045000.0,5474.95
223,MA,25025,14454,25025040801,1,1045000.0,5459.5
224,MA,25025,14454,25025040801,1,1045000.0,5459.5
225,MA,25025,14454,25025120105,1,1045000.0,5414.5
226,MA,25025,14454,25025030300,1,1045000.0,3934.5
227,MA,25025,14454,25025070700,1,1045000.0,2610.45
228,MA,25025,14454,25025070500,1,1045000.0,4930.0
229,MA,25025,14454,25025120105,1,1045000.0,5414.5
230,MA,25025,14454,25025040600,1,1045000.0,3139.75
231,MA,25025,14454,25025060400,1,1045000.0,3804.0
232,MA,25025,14454,25025040600,1,1045000.0,4509.12
233,MA,25025,14454,25025010701,1,1045000.0,4196.0
234,MA,25025,14454,25025070101,1,1045000.0,4572.0
235,MA,25025,14454,25025061200,1,1045000.0,5647.0
236,MA,25025,14454,25025030500,1,1045000.0,5778.0
237,MA,25025,14454,25025071101,1,1045000.0,6563.2
238,MA,25025,14454,25025070402,1,1045000.0,289.4
239,MA,25025,14454,25025020101,1,1045000.0,5536.7
240,MA,25025,14454,25025060200,1,1045000.0,3091.82
241,MA,25025,14454,25025070700,1,1045000.0,5528.8
242,MA,25025,14454,25025060400,1,1045000.0,2020.96
243,MA,25025,14454,25025040300,1,1045000.0,5892.12
244,MA,25025,14454,25025060501,1,1045000.0,2714.66
245,MA,25025,14454,25025060301,1,1045000.0,7746.83
246,MA,25025,14454,25025040300,1,1045000.0,4295.5
247,MA,25025,14454,25025050300,1,1045000.0,8776.25
248,MA,25025,14454,25025081500,1,1045000.0,
249,MA,25025,14454,25025100500,1,1045000.0,
250,MA,25025,14454,25025090300,1,1045000.0,
251,MA,25025,14454,25025091300,1,1045000.0,
252,MA,25025,14454,25025081500,1,1045000.0,
253,MA,25025,14454,25025101001,1,1045000.0,Exempt
254,MA,25025,14454,25025020302,1,105000.0,
255,MA,25025,14454,25025110501,1,105000.0,0.0
256,MA,25025,14454,25025100300,1,105000.0,
257,MA,25025,14454,25025170100,1,105000.0,
258,MA,25025,14454,25025140202,1,105000.0,
259,MA,25025,14454,25025071101,1,105000.0,2061.8
260,MA,25025,14454,25025130404,1,105000.0,
261,MA,25025,14454,25025081100,1,105000.0,
262,MA,25025,14454,25025060101,1,105000.0,
263,MA,25025,14454,25025090600,1,105000.0,5823.31
264,MA,25025,14454,25025010801,1,105000.0,2454.65
265,MA,25025,14454,25025000502,1,105000.0,
266,MA,25025,14454,25025110502,1,105000.0,
267,MA,25025,14454,25025100601,1,105000.0,
268,MA,25025,14454,25025130100,1,105000.0,1636.1
269,MA,25025,14454,25025170601,1,105000.0,
270,MA,25025,14454,25025040100,1,105000.0,
271,MA,25025,14454,25025180101,1,105000.0,3159.5
272,MA,25025,14454,25025140202,1,105000.0,2165.05
273,MA,25025,14454,25025100601,1,105000.0,0.0
274,MA,25025,14454,25025100601,1,105000.0,
275,MA,25025,14454,25025060600,1,105000.0,
276,MA,25025,14454,25025170502,1,105000.0,3515.0
277,MA,25025,14454,25025130300,1,105000.0,
278,MA,25025,14454,25025010103,1,105000.0,2676.4
279,MA,25025,14454,25025130100,1,105000.0,1520.0
280,MA,25025,14454,25025100601,1,105000.0,
281,MA,25025,14454,25025130300,1,105000.0,0.0
282,MA,25025,14454,25025092200,1,105000.0,0.0
283,MA,25025,14454,25025120301,1,105000.0,
284,MA,25025,14454,25025130100,1,105000.0,0.0
285,MA,25025,14454,25025110601,1,105000.0,
286,MA,25025,14454,25025060101,1,105000.0,
287,MA,25025,14454,25025070500,1,105000.0,
288,MA,25025,14454,25025091001,1,105000.0,
289,MA,25025,14454,25025110403,1,105000.0,
290,MA,25025,14454,25025130406,1,105000.0,
291,MA,25025,14454,25025170100,1,105000.0,
292,MA,25025,14454,25025091900,1,105000.0,1571.57
293,MA,25025,14454,25025000100,1,105000.0,2556.5
294,MA,25025,14454,25025040100,1,105000.0,
295,MA,25025,14454,25025120104,1,105000.0,3249.74
296,MA,25025,14454,25025170601,1,105000.0,3701.03
297,MA,25025,14454,25025080900,1,105000.0,4779.5
298,MA,25025,14454,25025170300,1,105000.0,2435.98
299,MA,25025,14454,25025160300,1,105000.0,2925.0
300,MA,25025,14454,25025130404,1,105000.0,0.0
301,MA,25025,14454,25025060301,1,105000.0,
302,MA,25025,14454,25025140400,1,105000.0,3327.0
303,MA,25025,14454,25025160400,1,105000.0,
304,MA,25025,14454,25025140300,1,105000.0,
305,MA,25025,14454,25025050200,1,105000.0,
306,MA,25025,14454,25025061000,1,105000.0,
307,MA,25025,14454,25025130402,1,105000.0,2595.5
308,MA,25025,14454,25025140107,1,105000.0,3411.9
309,MA,25025,14454,25025040801,1,105000.0,2117.5
310,MA,25025,14454,25025010408,1,105000.0,2704.75
311,MA,25025,14454,25025110103,1,105000.0,
312,MA,25025,14454,25025170702,1,105000.0,2484.25
313,MA,25025,14454,25025070500,1,105000.0,
314,MA,25025,14454,25025140202,1,105000.0,
315,MA,25025,14454,25025140300,1,105000.0,
316,MA,25025,14454,25025110201,1,105000.0,3622.0
317,MA,25025,14454,25025070300,1,105000.0,
318,MA,25025,14454,25025030500,1,105000.0,
319,MA,25025,14454,25025120105,1,105000.0,
320,MA,25025,14454,25025120700,1,105000.0,
321,MA,25025,14454,25025120400,1,105000.0,
322,MA,25025,14454,25025160501,1,105000.0,2456.38
323,MA,25025,14454,25025170501,1,105000.0,19.5
324,MA,25025,14454,25025110401,1,105000.0,6007.0
325,MA,25025,14454,25025040600,1,105000.0,3803.3
326,MA,25025,14454,25025092101,1,105000.0,2582.5
327,MA,25025,14454,25025000301,1,105000.0,4296.94
328,MA,25025,14454,25025060501,1,105000.0,3007.0
329,MA,25025,14454,25025110301,1,105000.0,6441.8
330,MA,25025,14454,25025170502,1,105000.0,4284.97
331,MA,25025,14454,25025061200,1,105000.0,5910.41
332,MA,25025,14454,25025130200,1,105000.0,815.0
333,MA,25025,14454,25025140400,1,105000.0,3178.65
334,MA,25025,14454,25025040600,1,105000.0,
335,MA,25025,14454,25025160502,1,105000.0,
336,MA,25025,14454,25025091200,1,105000.0,
337,MA,25025,14454,25025170601,1,105000.0,
338,MA,25025,14454,25025091800,1,105000.0,
339,MA,25025,14454,25025061200,1,105000.0,
340,MA,25025,14454,25025130100,1,105000.0,
341,MA,25025,14454,25025140300,1,105000.0,
342,MA,25025,14454,25025070800,1,105000.0,
343,MA,25025,14454,25025010702,1,105000.0,
344,MA,25025,14454,25025120400,1,105000.0,
345,MA,25025,14454,25025130404,1,105000.0,
346,MA,25025,14454,25025120105,1,105000.0,
347,MA,25025,14454,25025061200,1,105000.0,2464.86
348,MA,25025,14454,25025100800,1,105000.0,2460.98
349,MA,25025,14454,25025140300,1,105000.0,2529.49
350,MA,25025,14454,25025100601,1,105000.0,2307.98
351,MA,25025,14454,25025050600,1,105000.0,2545.99
352,MA,25025,14454,25025170100,1,105000.0,
353,MA,25025,14454,25025081100,1,105000.0,
354,MA,25025,14454,25025101002,1,105000.0,
355,MA,25025,14454,25025060200,1,105000.0,
356,MA,25025,14454,25025030100,1,105000.0,
357,MA,25025,14454,25025140202,1,105000.0,
358,MA,25025,14454,25025000202,1,105000.0,
359,MA,25025,14454,25025130300,1,105000.0,
360,MA,25025,14454,25025101001,1,105000.0,
361,MA,25025,14454,25025170400,1,105000.0,
362,MA,25025,14454,25025140202,1,105000.0,
363,MA,25025,14454,25025000504,1,105000.0,
364,MA,25025,14454,25025110401,1,105000.0,
365,MA,25025,14454,25025040600,1,105000.0,
366,MA,25025,14454,25025100400,1,105000.0,
367,MA,25025,14454,25025170400,1,105000.0,
368,MA,25025,14454,25025140400,1,105000.0,
369,MA,25025,14454,25025130300,1,105000.0,
370,MA,25025,14454,25025120600,1,105000.0,
371,MA,25025,14454,25025130100,1,105000.0,
372,MA,25025,14454,25025091900,1,105000.0,
373,MA,25025,14454,25025120104,1,105000.0,
374,MA,25025,14454,25025140102,1,105000.0,
375,MA,25025,14454,25025180200,1,105000.0,
376,MA,25025,14454,25025110607,1,105000.0,
377,MA,25025,14454,25025180500,1,105000.0,
378,MA,25025,14454,25025130300,1,105000.0,
379,MA,25025,14454,25025130100,1,105000.0,
380,MA,25025,14454,25025130200,1,105000.0,
381,MA,25025,14454,25025140107,1,105000.0,
382,MA,25025,14454,25025000504,1,105000.0,
383,MA,25025,14454,25025130406,1,105000.0,
384,MA,25025,14454,25025180200,1,105000.0,
385,MA,25025,14454,25025180200,1,105000.0,
386,MA,25025,14454,25025110301,1,105000.0,
387,MA,25025,14454,25025071201,1,105000.0,
388,MA,25025,14454,25025180500,1,105000.0,
389,MA,25025,14454,25025130200,1,105000.0,
390,MA,25025,14454,25025092200,1,105000.0,
391,MA,25025,14454,25025091800,1,105000.0,
392,MA,25025,14454,25025120103,1,105000.0,
393,MA,25025,14454,25025180301,1,105000.0,
394,MA,25025,14454,25025170502,1,105000.0,
395,MA,25025,14454,25025070101,1,105000.0,
396,MA,25025,14454,25025060400,1,105000.0,
397,MA,25025,14454,25025110103,1,105000.0,
398,MA,25025,14454,25025140400,1,105000.0,
399,MA,25025,14454,25025061000,1,105000.0,
400,MA,25025,14454,25025130402,1,105000.0,
401,MA,25025,14454,25025160101,1,105000.0,
402,MA,25025,14454,25025100603,1,105000.0,
403,MA,25025,14454,25025060400,1,105000.0,
404,MA,25025,14454,25025110401,1,105000.0,
405,MA,25025,14454,25025130200,1,105000.0,
406,MA,25025,14454,25025000202,1,105000.0,
407,MA,25025,14454,25025100800,1,105000.0,
408,MA,25025,14454,25025180500,1,105000.0,
409,MA,25025,14454,25025101001,1,105000.0,
410,MA,25025,14454,25025092000,1,105000.0,
411,MA,25025,14454,25025140300,1,105000.0,
412,MA,25025,14454,25025130100,1,105000.0,
413,MA,25025,14454,25025101001,1,105000.0,
414,MA,25025,14454,25025091600,1,105000.0,
415,MA,25025,14454,25025100100,1,105000.0,
416,MA,25025,14454,25025030300,1,105000.0,
417,MA,25025,14454,25025100900,1,105000.0,
418,MA,25025,14454,25025100500,1,105000.0,
419,MA,25025,14454,25025060501,1,105000.0,
420,MA,25025,14454,25025170501,1,105000.0,
421,MA,25025,14454,25025110403,1,105000.0,
422,MA,25025,14454,25025140202,1,105000.0,
423,MA,25025,14454,25025020303,1,105000.0,
424,MA,25025,14454,25025101001,1,105000.0,
425,MA,25025,14454,25025170601,1,105000.0,
426,MA,25025,14454,25025090100,1,105000.0,
427,MA,25025,14454,25025130200,1,105000.0,
428,MA,25025,14454,25025180101,1,105000.0,
429,MA,25025,14454,25025101001,1,105000.0,
430,MA,25025,14454,25025140107,1,105000.0,
431,MA,25025,14454,25025100800,1,105000.0,
432,MA,25025,14454,25025110403,1,105000.0,
433,MA,25025,14454,25025060800,1,105000.0,3215.94
434,MA,25025,14454,25025130300,1,105000.0,2428.5
435,MA,25025,14454,25025140400,1,105000.0,
436,MA,25025,14454,25025020200,1,105000.0,
437,MA,25025,14454,25025130100,1,105000.0,
438,MA,25025,14454,25025140201,1,105000.0,
439,MA,25025,14454,25025000100,1,105000.0,
440,MA,25025,14454,25025110601,1,105000.0,
441,MA,25025,14454,25025030400,1,105000.0,
442,MA,25025,14454,25025110601,1,105000.0,
443,MA,25025,14454,25025101001,1,105000.0,
444,MA,25025,14454,25025110403,1,105000.0,
445,MA,25025,14454,25025092101,1,105000.0,
446,MA,25025,14454,25025110403,1,105000.0,
447,MA,25025,14454,25025060200,1,105000.0,
448,MA,25025,14454,25025180301,1,105000.0,
449,MA,25025,14454,25025110301,1,105000.0,
450,MA,25025,14454,25025130300,1,105000.0,
451,MA,25025,14454,25025081500,1,105000.0,
452,MA,25025,14454,25025070101,1,105000.0,
453,MA,25025,14454,25025110301,1,105000.0,
454,MA,25025,14454,25025040401,1,105000.0,
455,MA,25025,14454,25025120700,1,105000.0,
456,MA,25025,14454,25025000504,1,105000.0,
457,MA,25025,14454,25025060200,1,105000.0,
458,MA,25025,14454,25025120105,1,105000.0,
459,MA,25025,14454,25025101001,1,105000.0,
460,MA,25025,14454,25025070300,1,105000.0,
461,MA,25025,14454,25025140105,1,105000.0,
462,MA,25025,14454,25025100300,1,105000.0,
463,MA,25025,14454,25025180301,1,105000.0,
464,MA,25025,14454,25025060200,1,105000.0,
465,MA,25025,14454,25025120400,1,105000.0,
466,MA,25025,14454,25025170300,1,105000.0,
467,MA,25025,14454,25025101001,1,105000.0,
468,MA,25025,14454,25025070300,1,105000.0,
469,MA,25025,14454,25025010802,1,105000.0,
470,MA,25025,14454,25025060501,1,105000.0,
471,MA,25025,14454,25025130402,1,105000.0,
472,MA,25025,14454,25025180500,1,105000.0,
473,MA,25025,14454,25025170702,1,105000.0,
474,MA,25025,14454,25025091400,1,105000.0,
475,MA,25025,14454,25025091001,1,105000.0,
476,MA,25025,14454,25025092101,1,105000.0,
477,MA,25025,14454,25025170502,1,105000.0,
478,MA,25025,14454,25025081001,1,105000.0,2900.45
479,MA,25025,14454,25025130200,1,105000.0,3132.25
480,MA,25025,14454,25025120301,1,105000.0,
481,MA,25025,14454,25025110103,1,105000.0,
482,MA,25025,14454,25025100500,1,105000.0,
483,MA,25025,14454,25025000502,1,105000.0,
484,MA,25025,14454,25025081700,1,105000.0,
485,MA,25025,14454,25025170800,1,105000.0,
486,MA,25025,14454,25025061200,1,105000.0,
487,MA,25025,14454,25025091001,1,105000.0,
488,MA,25025,14454,25025040200,1,105000.0,
489,MA,25025,14454,25025170300,1,105000.0,
490,MA,25025,14454,25025140400,1,105000.0,
491,MA,25025,14454,25025981300,1,105000.0,
492,MA,25025,14454,25025130300,1,105000.0,
493,MA,25025,14454,25025130404,1,105000.0,
494,MA,25025,14454,25025090700,1,105000.0,
495,MA,25025,14454,25025140400,1,105000.0,
496,MA,25025,14454,25025130100,1,105000.0,
497,MA,25025,14454,25025120103,1,105000.0,
498,MA,25025,14454,25025120201,1,105000.0,
499,MA,25025,14454,25025100400,1,105000.0,
500,MA,25025,14454,25025140202,1,105000.0,
501,MA,25025,14454,25025091900,1,105000.0,
502,MA,25025,14454,25025120400,1,105000.0,
503,MA,25025,14454,25025110502,1,105000.0,
504,MA,25025,14454,25025170100,1,105000.0,
505,MA,25025,14454,25025130300,1,105000.0,
506,MA,25025,14454,25025120700,1,105000.0,
507,MA,25025,14454,25025120301,1,105000.0,
508,MA,25025,14454,25025000302,1,105000.0,
509,MA,25025,14454,25025130200,1,105000.0,2801.2
510,MA,25025,14454,25025160101,1,105000.0,2303.6
511,MA,25025,14454,25025081100,1,105000.0,2583.6
512,MA,25025,14454,25025110501,1,105000.0,
513,MA,25025,14454,25025180101,1,105000.0,968.0
514,MA,25025,14454,25025170601,1,105000.0,
515,MA,25025,14454,25025180101,1,105000.0,Exempt
516,MA,25025,14454,25025130100,1,105000.0,
517,MA,25025,14454,25025170300,1,105000.0,
518,MA,25025,14454,25025100700,1,105000.0,
519,MA,25025,14454,25025000201,1,105000.0,2696.5
520,MA,25025,14454,25025120400,1,105000.0,2479.24
521,MA,25025,14454,25025000302,1,105000.0,
522,MA,25025,14454,25025081700,1,105000.0,4472.09
523,MA,25025,14454,25025140105,1,105000.0,
524,MA,25025,14454,25025160101,1,105000.0,
525,MA,25025,14454,25025100300,1,105000.0,
